latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_since_last_review,has_been_reviewed,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room
40.72191,-73.94405,1.0,2,0.05,1,0,1156,1,True,False,False,False,True,False
40.7235,-73.99096,2.0,5,0.25,3,4,186,1,False,True,False,False,False,False
40.59284,-73.97682,3.0,15,3.31,2,119,3,1,True,False,False,False,False,False
40.70833,-73.95395,1.0,214,3.07,2,354,10,1,True,False,False,False,True,False
40.7608,-73.9947,3.0,0,0.0,1,0,18085,0,False,True,False,False,True,False
40.7128,-73.96244,45.0,0,0.0,1,263,18085,0,True,False,False,False,False,False
40.59101,-74.06685,7.0,0,0.0,4,189,18085,0,False,False,False,True,True,False
40.81982,-73.94481,30.0,0,0.0,1,325,18085,0,False,True,False,False,False,False
40.74675,-73.99555,2.0,6,0.16,1,0,995,1,False,True,False,False,True,False
40.72615,-73.94592,3.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.74749,-73.98873,1.0,172,4.33,1,213,24,1,False,True,False,False,False,False
40.70713,-74.01043,1.0,13,4.15,1,132,12,1,False,True,False,False,True,False
40.67763,-73.97185,4.0,41,0.47,1,10,49,1,True,False,False,False,False,False
40.67766,-73.93934,4.0,91,1.81,1,316,17,1,True,False,False,False,False,False
40.82818,-73.9389,4.0,75,2.52,1,52,19,1,False,True,False,False,True,False
40.74971,-73.98682,2.0,6,0.62,1,0,40,1,False,True,False,False,False,False
40.8179,-73.9539,2.0,52,1.04,3,0,852,1,False,True,False,False,True,False
40.6874,-73.94339,1.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.76575,-73.92092,5.0,1,0.02,1,0,1701,1,False,False,True,False,True,False
40.77135,-73.95035,30.0,1,0.17,232,326,178,1,False,True,False,False,False,False
40.73345,-73.98956,2.0,66,0.93,1,334,7,1,False,True,False,False,False,False
40.69401,-73.90578,1.0,12,0.74,2,0,189,1,True,False,False,False,True,False
40.72661,-73.86046,1.0,89,3.42,1,157,15,1,False,False,True,False,False,False
40.82251,-73.9512,1.0,5,0.67,1,0,190,1,False,True,False,False,True,False
40.74233,-74.0002,3.0,3,0.19,1,0,441,1,False,True,False,False,True,False
40.70908,-73.95006,1.0,32,3.19,1,30,21,1,True,False,False,False,True,False
40.76046,-73.9901,2.0,123,2.81,1,124,11,1,False,True,False,False,True,False
40.75069,-73.89476,2.0,26,0.78,1,307,99,1,False,False,True,False,True,False
40.7642,-73.99133,3.0,1,0.02,1,0,1738,1,False,True,False,False,False,False
40.66499,-73.97925,2.0,16,0.24,2,216,190,1,True,False,False,False,False,False
40.76961,-73.90451,45.0,198,2.33,1,80,23,1,False,False,True,False,False,False
40.83141,-73.94722,5.0,31,0.88,3,326,12,1,False,True,False,False,True,False
40.74252,-73.9798,2.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.70838,-73.85156,2.0,60,2.49,2,319,10,1,False,False,True,False,False,False
40.64465,-73.97871,3.0,5,0.18,1,0,817,1,True,False,False,False,True,False
40.77412,-73.9061,1.0,81,2.98,1,202,18,1,False,False,True,False,False,False
40.65046,-74.00402,1.0,26,2.52,1,0,106,1,True,False,False,False,False,False
40.80118,-73.94513,3.0,86,2.28,2,240,22,1,False,True,False,False,True,False
40.68949,-73.91191,5.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.71285,-73.96535,30.0,0,0.0,2,188,18085,0,True,False,False,False,False,False
40.75433,-73.7688,1.0,92,4.3,3,318,1,1,False,False,True,False,True,False
40.72509,-74.00304,5.0,152,1.69,1,109,15,1,False,True,False,False,False,False
40.73305,-73.98574,4.0,10,0.52,1,0,284,1,False,True,False,False,False,False
40.69952,-73.92623,7.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.74509,-73.89649,2.0,2,0.08,1,0,715,1,False,False,True,False,True,False
40.81614,-73.94116,2.0,66,1.51,4,180,40,1,False,True,False,False,True,False
40.74942,-73.93658,1.0,8,0.82,1,3,58,1,False,False,True,False,True,False
40.65093,-73.93269,3.0,2,1.54,7,245,26,1,True,False,False,False,True,False
40.69959,-73.92975,2.0,48,1.0,2,318,16,1,True,False,False,False,True,False
40.65962,-73.96063,4.0,43,0.7,1,0,63,1,True,False,False,False,False,False
40.7206,-73.97913,3.0,0,0.0,1,357,18085,0,False,True,False,False,False,False
40.82672,-73.94948,10.0,0,0.0,1,55,18085,0,False,True,False,False,True,False
40.81377,-73.96166,1.0,2,0.05,1,0,1074,1,False,True,False,False,True,False
40.77164,-73.92028,4.0,0,0.0,1,0,18085,0,False,False,True,False,False,False
40.64126,-73.90953,3.0,1,0.05,4,364,552,1,True,False,False,False,True,False
40.7267,-73.98316,1.0,5,1.9,5,0,25,1,False,True,False,False,True,False
40.69935,-73.92642,7.0,7,0.24,2,0,173,1,True,False,False,False,True,False
40.74952,-73.97089,5.0,9,0.99,1,23,78,1,False,True,False,False,False,False
40.64332,-74.08283,2.0,116,4.0,1,191,3,1,False,False,False,True,False,False
40.83077,-73.94847,2.0,8,0.34,1,5,187,1,False,True,False,False,False,False
40.72303,-73.98545,30.0,0,0.0,232,249,18085,0,False,True,False,False,False,False
40.70154,-73.91873,30.0,0,0.0,17,325,18085,0,True,False,False,False,True,False
40.69077,-73.92667,30.0,0,0.0,6,38,18085,0,True,False,False,False,True,False
40.71714,-73.95783,2.0,3,0.36,1,0,187,1,True,False,False,False,True,False
40.68411,-73.95169,1.0,162,2.26,15,334,19,1,True,False,False,False,True,False
40.83891,-73.93758,1.0,10,0.19,1,0,1037,1,False,True,False,False,True,False
40.7916,-73.94686,3.0,242,3.69,1,55,21,1,False,True,False,False,True,False
40.68847,-73.93054,2.0,9,0.71,1,0,252,1,True,False,False,False,True,False
40.7846,-73.97315,2.0,0,0.0,3,93,18085,0,False,True,False,False,False,False
40.70582,-74.01111,2.0,9,2.48,327,284,15,1,False,True,False,False,False,False
40.68798,-73.93903,3.0,218,2.92,1,246,19,1,True,False,False,False,False,False
40.76437,-73.91304,2.0,37,1.03,2,228,14,1,False,False,True,False,True,False
40.71002,-74.00723,3.0,0,0.0,1,0,18085,0,False,True,False,False,True,False
40.76295,-73.98866,1.0,30,6.08,2,193,28,1,False,True,False,False,True,False
40.72715,-73.97757,12.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.75145,-73.97162,1.0,9,0.21,1,189,665,1,False,True,False,False,False,False
40.68326,-73.99327,3.0,27,0.58,1,166,308,1,True,False,False,False,False,False
40.71505,-73.95716,1.0,2,0.06,1,0,549,1,True,False,False,False,False,False
40.73018,-73.87172,1.0,20,6.32,4,156,3,1,False,False,True,False,True,False
40.77441,-73.95571,2.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.71867,-73.96163,2.0,1,0.59,1,44,50,1,True,False,False,False,True,False
40.68714,-73.99283,1.0,2,0.09,2,0,610,1,True,False,False,False,True,False
40.68579,-73.95038,30.0,1,0.27,8,217,111,1,True,False,False,False,True,False
40.75526,-73.86468,1.0,114,2.45,3,328,21,1,False,False,True,False,True,False
40.75003,-74.01455,45.0,0,0.0,1,244,18085,0,False,True,False,False,False,False
40.5972,-73.95777,5.0,12,1.07,10,301,7,1,True,False,False,False,False,True
40.70403,-73.91276,2.0,3,0.06,1,0,1318,1,True,False,False,False,False,False
40.70613,-74.01583,35.0,0,0.0,1,105,18085,0,False,True,False,False,False,False
40.76021,-73.96075,30.0,0,0.0,96,280,18085,0,False,True,False,False,False,False
40.71868,-73.95917,3.0,1,1.0,1,84,18,1,True,False,False,False,True,False
40.6832,-73.90639,2.0,7,0.39,3,0,344,1,True,False,False,False,False,False
40.76194,-73.91255,2.0,15,2.07,3,13,122,1,False,False,True,False,True,False
40.72124,-73.9801,4.0,19,2.63,1,168,7,1,False,True,False,False,False,False
40.68576,-73.92211,1.0,197,3.19,3,209,7,1,True,False,False,False,False,False
40.75882,-73.99168,1.0,147,2.84,1,4,50,1,False,True,False,False,True,False
40.72811,-73.98453,2.0,1,0.02,2,0,1409,1,False,True,False,False,True,False
40.75348,-73.97065,30.0,136,1.45,1,120,19,1,False,True,False,False,False,False
40.63621,-73.95252,3.0,17,1.62,2,59,9,1,True,False,False,False,True,False
40.70626,-73.81463,1.0,17,2.23,3,44,14,1,False,False,True,False,False,False
40.69501,-73.92538,3.0,4,0.16,2,8,14,1,True,False,False,False,True,False
40.7121,-73.93705,4.0,1,0.03,1,0,1065,1,True,False,False,False,False,False
40.73331,-73.98229,1.0,3,0.07,1,0,1198,1,False,True,False,False,True,False
40.71856,-73.99061,45.0,0,0.0,232,208,18085,0,False,True,False,False,False,False
40.77859,-73.98481,1.0,3,0.96,3,341,36,1,False,True,False,False,True,False
40.7326,-73.98681,3.0,3,3.0,1,10,15,1,False,True,False,False,False,False
40.72639,-73.98756,4.0,1,0.02,1,0,1283,1,False,True,False,False,False,False
40.70929,-73.95381,2.0,9,0.44,1,0,141,1,True,False,False,False,False,False
40.76441,-73.98838,1.0,6,1.7,5,361,18,1,False,True,False,False,False,True
40.65711,-73.95747,31.0,1,0.06,1,32,463,1,True,False,False,False,False,False
40.64401,-73.96047,7.0,1,0.38,2,77,78,1,True,False,False,False,False,False
40.66983,-73.87745,7.0,16,1.42,3,287,15,1,True,False,False,False,True,False
40.65713,-73.9537,1.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.71288,-73.94406,2.0,34,0.7,1,39,281,1,True,False,False,False,True,False
40.63826,-73.93186,4.0,21,0.93,2,320,56,1,True,False,False,False,True,False
40.73506,-73.99743,7.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.70649,-74.01208,2.0,9,2.62,327,271,24,1,False,True,False,False,False,False
40.80053,-73.96651,30.0,23,0.27,1,0,873,1,False,True,False,False,False,False
40.82296,-73.94545,2.0,38,1.89,2,101,28,1,False,True,False,False,False,False
40.81185,-73.94579,2.0,67,1.54,1,211,16,1,False,True,False,False,True,False
40.73733,-74.00392,3.0,1,0.03,1,0,1069,1,False,True,False,False,False,False
40.77878,-73.95056,2.0,10,0.45,1,3,322,1,False,True,False,False,False,False
40.67099,-73.98791,1.0,323,5.81,1,211,16,1,True,False,False,False,False,False
40.74855,-74.00074,1.0,19,4.45,1,208,8,1,False,True,False,False,False,True
40.85678,-73.92696,7.0,0,0.0,1,0,18085,0,False,True,False,False,True,False
40.67094,-73.97388,3.0,123,3.01,2,289,15,1,True,False,False,False,False,False
40.72595,-73.95298,29.0,22,0.23,1,335,115,1,True,False,False,False,False,False
40.75438,-73.99759,2.0,11,1.63,8,73,53,1,False,True,False,False,True,False
40.6951,-73.92981,3.0,5,0.49,1,0,294,1,True,False,False,False,True,False
40.80925,-73.95541,2.0,45,0.64,2,310,4,1,False,True,False,False,True,False
40.73504,-74.00658,7.0,14,0.23,1,222,609,1,False,True,False,False,False,False
40.86352,-73.90503,30.0,0,0.0,1,365,18085,0,False,False,False,False,True,False
40.68559,-73.93896,15.0,37,0.52,2,54,981,1,True,False,False,False,False,False
40.68608,-73.93478,2.0,6,0.1,1,0,1400,1,True,False,False,False,True,False
40.71761,-73.98233,2.0,0,0.0,1,107,18085,0,False,True,False,False,False,False
40.6984,-73.92767,2.0,0,0.0,1,0,18085,0,True,False,False,False,False,False
40.78967,-73.94741,4.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.6699,-73.94169,15.0,1,0.04,3,333,745,1,True,False,False,False,True,False
40.69594,-73.90685,1.0,0,0.0,1,83,18085,0,True,False,False,False,True,False
40.85029,-73.93602,2.0,3,0.13,1,0,320,1,False,True,False,False,True,False
40.69322,-73.94581,3.0,181,2.69,2,213,10,1,True,False,False,False,False,False
40.69004,-73.92993,1.0,92,5.1,7,11,12,1,True,False,False,False,True,False
40.76459,-73.99035,1.0,159,5.88,2,178,8,1,False,True,False,False,True,False
40.76565,-73.88278,1.0,0,0.0,1,45,18085,0,False,False,True,False,True,False
40.67514,-73.97598,2.0,1,0.03,1,0,918,1,True,False,False,False,False,False
40.69703,-73.93207,2.0,53,1.23,1,340,21,1,True,False,False,False,True,False
40.70255,-73.92103,3.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.79131,-73.94344,1.0,62,1.35,3,257,3,1,False,True,False,False,True,False
40.65651,-74.0029,2.0,34,1.0,2,181,25,1,True,False,False,False,True,False
40.70473,-74.01582,2.0,1,1.0,2,5,15,1,False,True,False,False,True,False
40.68312,-73.92507,3.0,82,1.78,2,269,1,1,True,False,False,False,False,False
40.69469,-73.92475,5.0,7,5.12,1,133,4,1,True,False,False,False,True,False
40.74818,-73.98247,2.0,7,3.18,1,16,6,1,False,True,False,False,False,False
40.75498,-73.83423,2.0,0,0.0,1,361,18085,0,False,False,True,False,False,False
40.71564,-73.99169,1.0,3,0.07,1,0,1282,1,False,True,False,False,False,False
40.67591,-73.97689,3.0,0,0.0,1,239,18085,0,True,False,False,False,False,False
40.76243,-73.99901,1.0,3,0.74,2,82,40,1,False,True,False,False,True,False
40.63135,-74.13023,2.0,21,0.64,5,355,7,1,False,False,False,True,True,False
40.70447,-73.98754,14.0,14,0.18,1,0,160,1,True,False,False,False,False,False
40.74148,-73.98304,3.0,3,0.05,1,0,1397,1,False,True,False,False,False,False
40.6966,-73.91934,3.0,2,1.05,1,189,20,1,True,False,False,False,True,False
40.68722,-73.91962,1.0,3,3.0,3,312,1,1,True,False,False,False,False,False
40.68817,-73.95479,2.0,1,0.03,4,189,917,1,True,False,False,False,True,False
40.68366,-73.92011,2.0,9,5.4,1,330,1,1,True,False,False,False,False,False
40.6692,-73.94739,2.0,11,0.24,1,0,1064,1,True,False,False,False,False,False
40.64082,-73.94818,4.0,10,0.17,1,0,1045,1,True,False,False,False,False,False
40.75008,-73.97655,30.0,2,0.15,50,364,345,1,False,True,False,False,False,False
40.72864,-73.98216,7.0,130,3.38,1,78,5,1,False,True,False,False,True,False
40.73649,-73.99237,10.0,3,0.16,1,0,435,1,False,True,False,False,False,False
40.61487,-74.00666,1.0,15,3.02,1,0,42,1,True,False,False,False,True,False
40.70874,-73.95237,5.0,24,2.48,1,7,21,1,True,False,False,False,True,False
40.67331,-73.97471,3.0,2,0.46,1,5,15,1,True,False,False,False,False,False
40.69428,-73.94148,14.0,32,1.14,2,72,47,1,True,False,False,False,True,False
40.85084,-73.93905,5.0,3,0.26,1,30,319,1,False,True,False,False,False,False
40.7192,-73.94354,6.0,1,1.0,1,20,28,1,True,False,False,False,True,False
40.71795,-73.99708,1.0,36,3.9,2,233,109,1,False,True,False,False,True,False
40.70437,-74.00952,2.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.71154,-73.96112,3.0,61,0.54,4,238,77,1,True,False,False,False,True,False
40.69558,-73.94697,30.0,21,2.31,3,365,56,1,True,False,False,False,True,False
40.66006,-73.91234,1.0,1,0.08,3,0,388,1,True,False,False,False,True,False
40.70865,-73.96673,30.0,5,3.33,1,333,15,1,True,False,False,False,False,False
40.68416,-73.97912,1.0,3,0.19,1,3,202,1,True,False,False,False,True,False
40.65501,-73.91886,5.0,2,0.14,9,89,199,1,True,False,False,False,True,False
40.71743,-74.00623,2.0,23,0.4,1,187,817,1,False,True,False,False,False,False
40.80386,-73.95065,2.0,3,3.0,1,76,7,1,False,True,False,False,True,False
40.75965,-73.96543,30.0,14,0.39,5,75,38,1,False,True,False,False,False,False
40.68329,-73.9399,5.0,1,0.08,1,0,387,1,True,False,False,False,False,False
40.72823,-73.98425,1.0,24,1.79,2,91,8,1,False,True,False,False,True,False
40.6914,-73.95993,10.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.74532,-73.91974,2.0,3,0.06,1,0,1446,1,False,False,True,False,True,False
40.72077,-73.81485,4.0,21,0.69,1,352,38,1,False,False,True,False,False,False
40.72361,-73.99467,7.0,14,0.67,1,9,80,1,False,True,False,False,False,False
40.76211,-73.94887,2.0,2,0.11,1,0,547,1,False,True,False,False,True,False
40.73242,-73.9585,3.0,64,2.15,1,72,9,1,True,False,False,False,False,False
40.67775,-73.93201,15.0,0,0.0,14,0,18085,0,True,False,False,False,False,True
40.72812,-73.97966,2.0,16,0.18,1,0,187,1,False,True,False,False,False,False
40.75671,-73.83337,2.0,39,2.68,7,61,7,1,False,False,True,False,False,False
40.70047,-73.84086,7.0,0,0.0,3,52,18085,0,False,False,True,False,False,False
40.68796,-73.91991,2.0,24,0.68,1,5,29,1,True,False,False,False,True,False
40.77468,-73.98184,2.0,5,0.2,1,0,695,1,False,True,False,False,False,False
40.69731,-73.98228,30.0,9,0.22,1,0,953,1,True,False,False,False,False,False
40.75235,-73.96781,30.0,2,0.04,5,315,1427,1,False,True,False,False,False,False
40.74791,-73.97939,3.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.78882,-73.97945,2.0,15,0.26,1,0,779,1,False,True,False,False,False,False
40.69286,-73.98037,10.0,1,0.03,1,0,1103,1,True,False,False,False,False,False
40.71314,-73.95535,3.0,8,0.17,5,0,672,1,True,False,False,False,True,False
40.70706,-74.00991,3.0,0,0.0,1,23,18085,0,False,True,False,False,True,False
40.68961,-73.9232,16.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.76962,-73.89604,1.0,49,0.99,2,0,308,1,False,False,True,False,False,False
40.69863,-73.934,4.0,1,0.23,1,0,129,1,True,False,False,False,False,False
40.69402,-73.94679,6.0,6,0.76,3,66,46,1,True,False,False,False,True,False
40.74309,-73.82472,1.0,53,3.47,1,341,15,1,False,False,True,False,True,False
40.79009,-73.94741,2.0,0,0.0,1,0,18085,0,False,True,False,False,True,False
40.75317,-73.93502,1.0,7,3.44,10,352,37,1,False,False,True,False,True,False
40.67053,-73.98558,3.0,4,0.07,1,0,1022,1,True,False,False,False,True,False
40.84884,-73.93199,7.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.68589,-73.95516,6.0,4,0.2,2,0,402,1,True,False,False,False,False,False
40.77768,-73.95064,31.0,1,0.27,33,338,109,1,False,True,False,False,False,False
40.70017,-73.91014,1.0,0,0.0,1,0,18085,0,False,False,True,False,True,False
40.63324,-73.99461,3.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.68293,-73.99747,5.0,11,0.47,1,64,186,1,True,False,False,False,False,False
40.65074,-73.96072,3.0,4,0.11,1,0,661,1,True,False,False,False,False,False
40.71937,-73.95332,3.0,3,0.13,1,0,618,1,True,False,False,False,True,False
40.6945,-73.96005,30.0,15,0.48,11,342,130,1,True,False,False,False,True,False
40.62876,-73.92203,2.0,94,3.14,2,70,23,1,True,False,False,False,True,False
40.71446,-73.75968,2.0,21,1.77,2,65,54,1,False,False,True,False,True,False
40.7637,-73.99184,1.0,0,0.0,1,2,18085,0,False,True,False,False,False,False
40.70615,-74.00914,3.0,38,1.08,1,72,12,1,False,True,False,False,False,False
40.77006,-73.93043,1.0,1,0.02,1,0,1428,1,False,False,True,False,True,False
40.72637,-73.94467,1.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.69369,-73.92421,10.0,3,0.09,1,0,749,1,True,False,False,False,False,False
40.76791,-73.96509,3.0,32,0.53,1,139,288,1,False,True,False,False,False,False
40.79935,-73.95208,1.0,25,1.83,2,6,8,1,False,True,False,False,False,True
40.72159,-73.98959,5.0,1,0.14,1,12,216,1,False,True,False,False,False,False
40.74503,-73.98876,18.0,54,0.57,1,98,5,1,False,True,False,False,False,False
40.6792,-73.93071,2.0,59,2.31,1,180,22,1,True,False,False,False,False,False
40.68994,-73.93031,20.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.69559,-73.90796,2.0,152,4.29,1,251,7,1,True,False,False,False,False,False
40.76832,-73.93576,1.0,0,0.0,1,90,18085,0,False,False,True,False,False,False
40.6583,-73.9514,2.0,12,2.11,1,79,18,1,True,False,False,False,True,False
40.72749,-73.9406,30.0,0,0.0,52,5,18085,0,True,False,False,False,False,False
40.71984,-73.98625,3.0,19,4.01,1,48,7,1,False,True,False,False,True,False
40.80579,-73.95606,6.0,5,0.53,1,192,30,1,False,True,False,False,False,False
40.69393,-73.94689,1.0,4,0.08,1,0,1359,1,True,False,False,False,True,False
40.71673,-73.96428,2.0,4,0.59,1,12,43,1,True,False,False,False,False,False
40.6716,-73.9564,2.0,37,4.04,1,199,5,1,True,False,False,False,False,False
40.74195,-73.97826,1.0,16,0.68,1,0,537,1,False,True,False,False,True,False
40.80249,-73.93463,1.0,46,0.91,2,14,8,1,False,True,False,False,True,False
40.82823,-73.90114,2.0,0,0.0,1,0,18085,0,False,False,False,False,True,False
40.82495,-73.94023,5.0,1,0.17,1,0,178,1,False,True,False,False,False,False
40.69522,-73.94027,7.0,1,0.37,1,0,80,1,True,False,False,False,True,False
40.7209,-73.98822,1.0,120,3.37,2,29,15,1,False,True,False,False,True,False
40.72616,-74.00102,4.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.69809,-73.92244,2.0,51,2.49,4,357,19,1,True,False,False,False,False,False
40.69132,-73.94205,3.0,15,0.2,1,365,660,1,True,False,False,False,False,True
40.71934,-73.96136,5.0,3,0.51,1,5,34,1,True,False,False,False,False,False
40.75778,-73.83353,1.0,7,0.7,4,347,65,1,False,False,True,False,True,False
40.64895,-73.95758,4.0,15,0.18,1,365,704,1,True,False,False,False,False,False
40.74667,-73.90202,3.0,8,0.55,1,0,188,1,False,False,True,False,False,False
40.62345,-73.93001,1.0,68,1.31,3,365,15,1,True,False,False,False,True,False
40.6011,-74.0783,2.0,0,0.0,4,82,18085,0,False,False,False,True,False,True
40.75439,-73.97339,30.0,6,0.91,1,22,67,1,False,True,False,False,False,False
40.69083,-73.97301,5.0,21,2.7,5,206,8,1,True,False,False,False,False,False
40.80612,-73.95678,4.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.70889,-73.92135,3.0,9,0.23,1,42,34,1,True,False,False,False,False,False
40.7928,-73.93967,3.0,208,2.32,1,339,27,1,False,True,False,False,True,False
40.68978,-73.93751,2.0,189,3.02,2,131,8,1,True,False,False,False,False,False
40.66292,-73.76711,1.0,40,6.19,2,300,4,1,False,False,True,False,False,False
40.69915,-73.9962,1.0,18,1.42,2,75,15,1,True,False,False,False,True,False
40.75674,-73.97201,1.0,1,0.12,11,178,246,1,False,True,False,False,True,False
40.75491,-73.88313,2.0,10,1.15,1,5,76,1,False,False,True,False,True,False
40.69254,-73.90445,2.0,0,0.0,8,320,18085,0,True,False,False,False,False,False
40.77286,-73.94789,14.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.73328,-73.9859,3.0,23,0.6,1,0,15,1,False,True,False,False,True,False
40.70247,-73.91793,4.0,16,0.83,1,42,8,1,True,False,False,False,True,False
40.63573,-74.0772,2.0,112,2.6,3,316,6,1,False,False,False,True,True,False
40.74125,-73.98862,7.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.75292,-73.88129,6.0,2,0.11,1,195,187,1,False,False,True,False,False,False
40.68375,-73.87065,28.0,88,1.05,4,326,47,1,True,False,False,False,True,False
40.63601,-73.91503,1.0,1,0.07,2,365,428,1,True,False,False,False,True,False
40.69684,-73.92241,2.0,1,0.16,2,5,188,1,True,False,False,False,False,False
40.84191,-73.9356,3.0,6,0.31,1,0,196,1,False,True,False,False,True,False
40.70762,-73.94221,3.0,2,0.07,1,0,902,1,True,False,False,False,True,False
40.65292,-73.94269,1.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.67704,-73.9846,1.0,9,0.46,17,338,2,1,True,False,False,False,True,False
40.75055,-73.88366,14.0,4,0.1,2,0,881,1,False,False,True,False,True,False
40.6804,-73.93183,7.0,53,1.12,2,77,253,1,True,False,False,False,False,False
40.69485,-73.96254,2.0,9,0.2,1,0,780,1,True,False,False,False,False,False
40.76054,-73.99066,2.0,59,2.52,5,266,14,1,False,True,False,False,False,False
40.87206,-73.92946,4.0,13,0.28,3,157,324,1,False,True,False,False,True,False
40.69308,-73.91882,1.0,0,0.0,1,0,18085,0,True,False,False,False,False,True
40.70149,-73.92768,7.0,0,0.0,2,55,18085,0,True,False,False,False,False,False
40.74045,-73.87776,30.0,0,0.0,37,0,18085,0,False,False,True,False,True,False
40.75898,-73.81448,3.0,67,3.16,10,349,17,1,False,False,True,False,True,False
40.67138,-73.97772,3.0,76,0.95,1,48,25,1,True,False,False,False,False,False
40.76374,-73.98844,1.0,1,1.0,2,360,11,1,False,True,False,False,False,False
40.6863,-73.96765,4.0,84,0.77,3,365,7,1,True,False,False,False,True,False
40.65224,-73.95724,2.0,23,3.15,1,0,56,1,True,False,False,False,True,False
40.7109,-73.95916,2.0,3,0.21,2,0,227,1,True,False,False,False,False,False
40.71312,-73.9517,2.0,4,0.28,1,0,90,1,True,False,False,False,True,False
40.65931,-73.95371,5.0,5,0.68,1,3,3,1,True,False,False,False,False,False
40.79711,-73.93255,2.0,34,1.53,1,86,42,1,False,True,False,False,True,False
40.78931,-73.9752,5.0,12,0.25,1,25,524,1,False,True,False,False,False,False
40.69289,-73.92312,1.0,3,0.06,1,0,908,1,True,False,False,False,True,False
40.72396,-74.00393,5.0,1,0.11,2,0,269,1,False,True,False,False,True,False
40.62317,-74.02535,1.0,1,0.02,1,0,1258,1,True,False,False,False,True,False
40.80495,-73.96439,45.0,0,0.0,1,72,18085,0,False,True,False,False,True,False
40.74763,-73.97316,9.0,5,0.27,1,86,42,1,False,True,False,False,True,False
40.76387,-73.99117,1.0,9,0.35,1,0,557,1,False,True,False,False,True,False
40.74053,-73.97906,30.0,7,0.2,91,312,84,1,False,True,False,False,False,False
40.69342,-73.9324,7.0,0,0.0,1,87,18085,0,True,False,False,False,True,False
40.81795,-73.91178,1.0,0,0.0,1,77,18085,0,False,False,False,False,False,True
40.6792,-73.90937,10.0,2,0.1,1,349,248,1,True,False,False,False,False,False
40.68177,-73.88277,2.0,10,0.94,3,365,219,1,True,False,False,False,True,False
40.72264,-73.94272,1.0,14,1.17,1,0,106,1,True,False,False,False,False,False
40.73573,-73.98755,30.0,5,0.3,1,53,196,1,False,True,False,False,False,False
40.7531,-73.96986,4.0,2,0.75,1,63,78,1,False,True,False,False,False,False
40.7139,-73.94628,3.0,1,0.02,1,0,1323,1,True,False,False,False,True,False
40.80006,-73.96095,30.0,0,0.0,32,37,18085,0,False,True,False,False,True,False
40.6559,-73.95443,1.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.76213,-73.94889,2.0,1,0.03,1,0,925,1,False,True,False,False,True,False
40.67155,-73.94189,1.0,93,3.66,1,79,8,1,True,False,False,False,False,False
40.82153,-73.92683,2.0,2,0.08,1,0,698,1,False,False,False,False,False,False
40.67835,-73.97074,2.0,80,2.83,1,105,14,1,True,False,False,False,False,False
40.85183,-73.94022,1.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.70565,-74.00666,20.0,0,0.0,1,0,18085,0,False,True,False,False,False,False
40.71388,-73.95744,2.0,1,0.2,1,0,146,1,True,False,False,False,True,False
40.76064,-73.92481,30.0,48,2.97,5,217,15,1,False,False,True,False,False,False
40.68978,-73.98598,21.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.71441,-73.94527,3.0,4,0.2,1,0,272,1,True,False,False,False,False,False
40.68587,-73.9082,2.0,23,5.11,4,114,6,1,True,False,False,False,True,False
40.76463,-73.99128,3.0,1,0.09,1,353,341,1,False,True,False,False,False,False
40.76418,-73.99448,2.0,2,0.17,1,0,343,1,False,True,False,False,True,False
40.69508,-73.94856,2.0,256,5.96,4,38,22,1,True,False,False,False,True,False
40.71337,-73.9642,8.0,0,0.0,1,0,18085,0,True,False,False,False,True,False
40.8055,-73.93653,1.0,7,0.9,1,78,7,1,False,True,False,False,False,False
